,replay_file,time_played_at,win,race,enemy_race,mmr,enemy_mmr,enemy_nickame,map_name,duration,mmr_diff
239,/home/dominik/Links/SC2Reps/Ever Dream LE (47).SC2Replay,2020-08-04 16:18:54+00:00,True,Protoss,Protoss,4077.0,4119.0,April,Ever Dream LE,938,-42.0
240,/home/dominik/Links/SC2Reps/Eternal Empire LE (22).SC2Replay,2019-12-24 11:17:11+00:00,False,Protoss,Terran,3869.0,3863.0,&lt;isIMBA&gt;<sp/>naincraft,Eternal Empire LE,283,6.0
241,/home/dominik/Links/SC2Reps/Nightshade LE (39).SC2Replay,2020-03-09 11:03:30+00:00,False,Protoss,Protoss,4050.0,4228.0,Noldo,Nightshade LE,225,-178.0
242,/home/dominik/Links/SC2Reps/Simulacrum LE (21).SC2Replay,2020-01-05 20:23:43+00:00,False,Protoss,Zerg,4039.0,3936.0,&lt;ORRO&gt;<sp/>jul,Simulacrum LE,280,103.0
243,/home/dominik/Links/SC2Reps/World of Sleepers LE (24).SC2Replay,2019-11-25 17:38:25+00:00,True,Protoss,Zerg,3925.0,4020.0,&lt;kOzY&gt;<sp/>Dave,World of Sleepers LE,891,-95.0
244,/home/dominik/Links/SC2Reps/Simulacrum LE (54).SC2Replay,2020-04-19 10:59:16+00:00,False,Protoss,Zerg,,,shadowofmich,Simulacrum LE,522,
245,/home/dominik/Links/SC2Reps/Eternal Empire LE (15).SC2Replay,2019-12-21 14:27:45+00:00,True,Protoss,Terran,3896.0,3911.0,Stefan,Eternal Empire LE,1009,-15.0
246,/home/dominik/Links/SC2Reps/Ephemeron LE (35).SC2Replay,2020-02-05 21:05:33+00:00,True,Protoss,Protoss,3965.0,4011.0,Orian,Ephemeron LE,131,-46.0
247,/home/dominik/Links/SC2Reps/Triton LE (17).SC2Replay,2019-11-17 09:58:11+00:00,False,Protoss,Protoss,3913.0,3992.0,TrashCanMan,Triton LE,212,-79.0
248,/home/dominik/Links/SC2Reps/Nightshade LE (54).SC2Replay,2020-05-02 18:35:12+00:00,True,Protoss,Protoss,-36400.0,,A.I. 1 (Very Easy),Nightshade LE,386,
249,/home/dominik/Links/SC2Reps/Zen LE (8).SC2Replay,2020-05-01 11:59:09+00:00,False,Protoss,Zerg,3965.0,4027.0,fireballkid,Zen LE,958,-62.0
250,/home/dominik/Links/SC2Reps/Eternal Empire LE (21).SC2Replay,2019-12-23 16:30:33+00:00,False,Protoss,Protoss,3898.0,3782.0,æææ,Eternal Empire LE,17,116.0
251,/home/dominik/Links/SC2Reps/Purity and Industry LE (6).SC2Replay,2020-04-18 20:05:07+00:00,False,Protoss,Zerg,4042.0,4071.0,MouseGGAXE,Purity and Industry LE,421,-29.0
252,/home/dominik/Links/SC2Reps/Golden Wall LE (28).SC2Replay,2020-07-09 16:50:58+00:00,False,Protoss,Zerg,4109.0,4204.0,MIXRISH,Golden Wall LE,360,-95.0
253,/home/dominik/Links/SC2Reps/Acropolis LE (25).SC2Replay,2019-11-18 18:03:36+00:00,True,Protoss,Zerg,3911.0,3961.0,Cosmobrother,Acropolis LE,909,-50.0
254,/home/dominik/Links/SC2Reps/Zen LE (14).SC2Replay,2020-05-11 09:35:55+00:00,False,Protoss,Zerg,4070.0,4142.0,Elosai,Zen LE,696,-72.0
255,/home/dominik/Links/SC2Reps/Ice and Chrome LE.SC2Replay,2020-06-10 11:18:56+00:00,False,Protoss,Protoss,4144.0,4185.0,Guinness,Ice and Chrome LE,299,-41.0
256,/home/dominik/Links/SC2Reps/Simulacrum LE (34).SC2Replay,2020-02-27 21:17:28+00:00,False,Protoss,Terran,4139.0,4401.0,&lt;PlAr&gt;<sp/>Arcanewinds,Simulacrum LE,559,-262.0
257,/home/dominik/Links/SC2Reps/Ever Dream LE (46).SC2Replay,2020-08-03 19:36:29+00:00,False,Protoss,Protoss,,,horsebanger,Ever Dream LE,931,
258,/home/dominik/Links/SC2Reps/Eternal Empire LE (31).SC2Replay,2020-01-13 20:26:44+00:00,False,Protoss,Zerg,4014.0,3896.0,&lt;TARAGO&gt;<sp/>Revenge,Eternal Empire LE,243,118.0
259,/home/dominik/Links/SC2Reps/Simulacrum LE (26).SC2Replay,2020-02-02 17:40:53+00:00,False,Protoss,Terran,3991.0,3995.0,VouS,Simulacrum LE,766,-4.0
260,/home/dominik/Links/SC2Reps/Golden Wall LE (3).SC2Replay,2020-03-14 16:58:41+00:00,True,Protoss,Zerg,,,A.I. 1 (Elite),Golden Wall LE,1014,
261,/home/dominik/Links/SC2Reps/Disco Bloodbath LE (4).SC2Replay,2019-10-31 19:07:25+00:00,False,Protoss,Terran,3730.0,3664.0,&lt;IndyK&gt;<sp/>Sven,Disco Bloodbath LE,381,66.0
262,/home/dominik/Links/SC2Reps/Thunderbird LE (5).SC2Replay,2019-10-09 19:24:28+00:00,True,Zerg,Protoss,2855.0,2800.0,Decadance,Thunderbird LE,830,55.0
263,/home/dominik/Links/SC2Reps/World of Sleepers LE (29).SC2Replay,2019-11-28 19:23:15+00:00,True,Protoss,Terran,3959.0,3956.0,Inquisition,World of Sleepers LE,721,3.0
264,/home/dominik/Links/SC2Reps/Simulacrum LE (17).SC2Replay,2019-12-24 11:03:44+00:00,False,Protoss,Zerg,3892.0,3845.0,&lt;Wø&gt;<sp/>poichiche,Simulacrum LE,629,47.0
265,/home/dominik/Links/SC2Reps/Nightshade LE (59).SC2Replay,2020-05-27 10:12:25+00:00,False,Protoss,Protoss,4004.0,4093.0,MasterZERG,Nightshade LE,578,-89.0
266,/home/dominik/Links/SC2Reps/Deathaura LE (10).SC2Replay,2020-07-06 18:41:32+00:00,False,Protoss,Zerg,,,Carrots,Deathaura LE,118,
267,/home/dominik/Links/SC2Reps/Triton LE (9).SC2Replay,2019-11-01 09:05:49+00:00,True,Protoss,Zerg,3691.0,3769.0,&lt;NerCC&gt;<sp/>speck,Triton LE,943,-78.0
268,/home/dominik/Links/SC2Reps/World of Sleepers LE (11).SC2Replay,2019-11-01 11:53:00+00:00,False,Zerg,Terran,3196.0,3190.0,Wormzor,World of Sleepers LE,1280,6.0
269,/home/dominik/Links/SC2Reps/Triton LE (13).SC2Replay,2019-11-02 17:51:37+00:00,False,Protoss,Zerg,3718.0,3685.0,Hazard,Triton LE,256,33.0
270,/home/dominik/Links/SC2Reps/Nightshade LE (26).SC2Replay,2020-01-31 13:10:03+00:00,True,Protoss,Terran,3992.0,3928.0,&lt;GELSEN&gt;<sp/>Masaru,Nightshade LE,944,64.0
271,/home/dominik/Links/SC2Reps/Pillars of Gold LE (5).SC2Replay,2020-06-23 11:59:40+00:00,False,Protoss,Zerg,,,shadowofmich,Pillars of Gold LE,568,
272,/home/dominik/Links/SC2Reps/Ice and Chrome LE (29).SC2Replay,2020-07-18 19:04:09+00:00,False,Protoss,Terran,4039.0,4011.0,Hedoes,Ice and Chrome LE,202,28.0
273,/home/dominik/Links/SC2Reps/Ice and Chrome LE (2).SC2Replay,2020-06-19 11:20:25+00:00,True,Protoss,Zerg,4095.0,4120.0,&lt;SEWP&gt;<sp/>ЛЕВ,Ice and Chrome LE,1186,-25.0
274,/home/dominik/Links/SC2Reps/Ephemeron LE (20).SC2Replay,2019-11-19 19:05:56+00:00,False,Protoss,Protoss,3972.0,4359.0,Pudgey,Ephemeron LE,183,-387.0
275,/home/dominik/Links/SC2Reps/Nightshade LE (27).SC2Replay,2020-02-02 17:26:32+00:00,False,Protoss,Zerg,3992.0,4006.0,djakette,Nightshade LE,595,-14.0
276,/home/dominik/Links/SC2Reps/Zen LE (5).SC2Replay,2020-04-18 20:18:26+00:00,True,Protoss,Zerg,4021.0,4013.0,&lt;HsDL&gt;<sp/>Domius,Zen LE,749,8.0
277,/home/dominik/Links/SC2Reps/Ever Dream LE (21).SC2Replay,2020-05-11 16:06:39+00:00,False,Protoss,Zerg,,,TGE,Ever Dream LE,935,
278,/home/dominik/Links/SC2Reps/Golden Wall LE (26).SC2Replay,2020-07-04 17:12:55+00:00,True,Terran,Zerg,-36400.0,,A.I. 1 (Medium),Golden Wall LE,473,
279,/home/dominik/Links/SC2Reps/Eternal Empire LE (26).SC2Replay,2020-01-05 14:03:19+00:00,False,Protoss,Zerg,4036.0,4196.0,&lt;Lowko&gt;<sp/>HardNeper,Eternal Empire LE,300,-160.0
280,/home/dominik/Links/SC2Reps/Thunderbird LE (11).SC2Replay,2019-10-29 18:18:43+00:00,False,Protoss,Zerg,3767.0,3740.0,Hannibal,Thunderbird LE,10,27.0
281,/home/dominik/Links/SC2Reps/Nightshade LE (15).SC2Replay,2019-12-27 21:24:06+00:00,True,Protoss,Terran,3936.0,3977.0,&lt;DemuCl&gt;<sp/>Jazzz,Nightshade LE,1277,-41.0
282,/home/dominik/Links/SC2Reps/Simulacrum LE (68).SC2Replay,2020-05-03 20:53:32+00:00,False,Protoss,Protoss,3946.0,4025.0,Epicnoob,Simulacrum LE,535,-79.0
283,/home/dominik/Links/SC2Reps/Eternal Empire LE (40).SC2Replay,2020-06-09 17:24:17+00:00,False,Protoss,Terran,4164.0,4232.0,StaMinA,Eternal Empire LE,758,-68.0
284,/home/dominik/Links/SC2Reps/Triton LE (19).SC2Replay,2019-11-18 17:26:00+00:00,True,Protoss,Zerg,3888.0,3904.0,trouth,Triton LE,970,-16.0
285,/home/dominik/Links/SC2Reps/Deathaura LE (41).SC2Replay,2020-07-31 14:57:33+00:00,False,Protoss,Zerg,,,A.I. 1 (Elite),Deathaura LE,665,
286,/home/dominik/Links/SC2Reps/World of Sleepers LE (34).SC2Replay,2019-12-05 19:21:37+00:00,True,Protoss,Zerg,4007.0,3989.0,AlexMacedon,World of Sleepers LE,585,18.0
287,/home/dominik/Links/SC2Reps/Triton LE (15).SC2Replay,2019-11-03 11:35:01+00:00,True,Protoss,Terran,3769.0,3856.0,&lt;LESeV&gt;<sp/>iceclaw,Triton LE,932,-87.0
288,/home/dominik/Links/SC2Reps/Acropolis LE.SC2Replay,2019-09-17 19:00:36+00:00,True,Zerg,Protoss,-36400.0,2554.0,Aertemis,Acropolis LE,373,-38954.0
289,/home/dominik/Links/SC2Reps/Zen LE (6).SC2Replay,2020-04-21 19:29:13+00:00,False,Protoss,Protoss,4067.0,4049.0,BsCMBANerd,Zen LE,131,18.0
290,/home/dominik/Links/SC2Reps/Eternal Empire LE (42).SC2Replay,2020-07-15 20:00:06+00:00,True,Protoss,Terran,-36400.0,,A.I. 1 (Hard),Eternal Empire LE,280,
291,/home/dominik/Links/SC2Reps/World of Sleepers LE (38).SC2Replay,2019-12-20 18:36:11+00:00,True,Protoss,Terran,3935.0,4181.0,utopike,World of Sleepers LE,1112,-246.0
292,/home/dominik/Links/SC2Reps/Simulacrum LE (76).SC2Replay,2020-06-03 18:04:43+00:00,True,Protoss,Protoss,4156.0,4244.0,Liverpool,Simulacrum LE,529,-88.0
293,/home/dominik/Links/SC2Reps/Disco Bloodbath LE (10).SC2Replay,2019-11-06 21:43:25+00:00,True,Protoss,Zerg,3798.0,3803.0,ProtoZZavr,Disco Bloodbath LE,551,-5.0
294,/home/dominik/Links/SC2Reps/Thunderbird LE (10).SC2Replay,2019-10-29 11:28:05+00:00,False,Protoss,Protoss,3873.0,3952.0,abelian,Thunderbird LE,383,-79.0
295,/home/dominik/Links/SC2Reps/Simulacrum LE (44).SC2Replay,2020-03-14 20:10:15+00:00,True,Protoss,Terran,3994.0,4045.0,&lt;GROF&gt;<sp/>Shefarin,Simulacrum LE,923,-51.0
296,/home/dominik/Links/SC2Reps/Pillars of Gold LE (3).SC2Replay,2020-06-15 21:10:48+00:00,True,Protoss,Terran,4098.0,4089.0,MathewGg,Pillars of Gold LE,831,9.0
297,/home/dominik/Links/SC2Reps/Ice and Chrome LE (14).SC2Replay,2020-06-30 08:17:25+00:00,True,Protoss,Protoss,4025.0,3994.0,LaCruz,Ice and Chrome LE,806,31.0
298,/home/dominik/Links/SC2Reps/Disco Bloodbath LE (12).SC2Replay,2019-11-19 18:45:19+00:00,False,Zerg,Terran,3054.0,3040.0,MooseMan,Disco Bloodbath LE,807,14.0
299,/home/dominik/Links/SC2Reps/Eternal Empire LE (13).SC2Replay,2019-12-21 13:41:55+00:00,True,Protoss,Terran,3936.0,3976.0,tiwai,Eternal Empire LE,611,-40.0
300,/home/dominik/Links/SC2Reps/World of Sleepers LE (44).SC2Replay,2020-01-04 19:07:07+00:00,True,Protoss,Protoss,4031.0,4163.0,&lt;unƊeaƊ&gt;<sp/>òMégà,World of Sleepers LE,107,-132.0
301,/home/dominik/Links/SC2Reps/World of Sleepers LE (45).SC2Replay,2020-01-05 15:02:49+00:00,False,Protoss,Protoss,4041.0,4078.0,Tomstar,World of Sleepers LE,293,-37.0
302,/home/dominik/Links/SC2Reps/Nightshade LE (10).SC2Replay,2019-12-22 20:55:54+00:00,False,Protoss,Protoss,3965.0,3898.0,Bingo,Nightshade LE,182,67.0
303,/home/dominik/Links/SC2Reps/Simulacrum LE (28).SC2Replay,2020-02-14 12:29:16+00:00,False,Protoss,Protoss,4101.0,4451.0,StormHead,Simulacrum LE,227,-350.0
304,/home/dominik/Links/SC2Reps/Nightshade LE (35).SC2Replay,2020-02-20 20:24:49+00:00,False,Protoss,Terran,4067.0,3848.0,Badcomedian,Nightshade LE,625,219.0
305,/home/dominik/Links/SC2Reps/Ice and Chrome LE (3).SC2Replay,2020-06-19 11:35:34+00:00,False,Protoss,Protoss,4094.0,3987.0,MrElusive,Ice and Chrome LE,63,107.0
306,/home/dominik/Links/SC2Reps/Simulacrum LE (42).SC2Replay,2020-03-11 20:53:48+00:00,False,Protoss,Terran,4054.0,3973.0,StaryPijany,Simulacrum LE,531,81.0
307,/home/dominik/Links/SC2Reps/Ever Dream LE (41).SC2Replay,2020-07-25 19:12:04+00:00,False,Protoss,Terran,4058.0,4303.0,&lt;PiGPan&gt;<sp/>AssumedSite,Ever Dream LE,469,-245.0
308,/home/dominik/Links/SC2Reps/Disco Bloodbath LE (5).SC2Replay,2019-11-01 14:28:00+00:00,False,Zerg,Zerg,3104.0,3140.0,&lt;THUT&gt;<sp/>Vladosik,Disco Bloodbath LE,262,-36.0
309,/home/dominik/Links/SC2Reps/World of Sleepers LE (31).SC2Replay,2019-11-29 18:46:06+00:00,False,Zerg,Zerg,3015.0,2908.0,OVERMIND,World of Sleepers LE,528,107.0
310,/home/dominik/Links/SC2Reps/Ephemeron LE (8).SC2Replay,2019-10-30 07:06:31+00:00,True,Protoss,Terran,3881.0,3492.0,Paulie,Ephemeron LE,548,389.0
311,/home/dominik/Links/SC2Reps/Ice and Chrome LE (6).SC2Replay,2020-06-25 19:35:32+00:00,False,Protoss,Zerg,,,A.I. 1 (Elite),Ice and Chrome LE,503,
312,/home/dominik/Links/SC2Reps/Ice and Chrome LE (36).SC2Replay,2020-08-03 20:00:13+00:00,True,Protoss,Zerg,,,horsebanger,Ice and Chrome LE,666,
313,/home/dominik/Links/SC2Reps/World of Sleepers LE (10).SC2Replay,2019-11-01 10:57:15+00:00,True,Zerg,Terran,3043.0,2917.0,Varrag,World of Sleepers LE,1153,126.0
314,/home/dominik/Links/SC2Reps/Nightshade LE (45).SC2Replay,2020-04-27 11:42:24+00:00,False,Protoss,Zerg,3975.0,4199.0,&lt;NetGG&gt;<sp/>vladozerg,Nightshade LE,695,-224.0
315,/home/dominik/Links/SC2Reps/Nightshade LE (52).SC2Replay,2020-05-01 12:54:20+00:00,False,Protoss,Protoss,3965.0,3899.0,Cptred,Nightshade LE,415,66.0
316,/home/dominik/Links/SC2Reps/Purity and Industry LE (13).SC2Replay,2020-05-05 18:00:50+00:00,True,Protoss,Protoss,4026.0,3833.0,helldenn,Purity and Industry LE,873,193.0
317,/home/dominik/Links/SC2Reps/Nightshade LE (20).SC2Replay,2020-01-05 15:09:49+00:00,True,Protoss,Protoss,4021.0,3928.0,Majcher,Nightshade LE,388,93.0
318,/home/dominik/Links/SC2Reps/Triton LE (10).SC2Replay,2019-11-01 11:09:16+00:00,True,Zerg,Zerg,3092.0,3045.0,dabo,Triton LE,673,47.0
319,/home/dominik/Links/SC2Reps/Eternal Empire LE (4).SC2Replay,2019-12-09 20:18:26+00:00,False,Protoss,Protoss,4049.0,4237.0,Delaam,Eternal Empire LE,307,-188.0
320,/home/dominik/Links/SC2Reps/Simulacrum LE (66).SC2Replay,2020-05-02 18:28:26+00:00,True,Protoss,Zerg,-36400.0,,A.I. 1 (Very Easy),Simulacrum LE,369,
321,/home/dominik/Links/SC2Reps/Ice and Chrome LE (27).SC2Replay,2020-07-15 20:03:25+00:00,True,Protoss,Protoss,-36400.0,,A.I. 1 (Hard),Ice and Chrome LE,175,
322,/home/dominik/Links/SC2Reps/Acropolis LE (12).SC2Replay,2019-10-31 18:12:23+00:00,False,Protoss,Terran,3881.0,4642.0,Tyson,Acropolis LE,49,-761.0
323,/home/dominik/Links/SC2Reps/Ever Dream LE (26).SC2Replay,2020-05-29 18:27:53+00:00,False,Protoss,Terran,4093.0,4081.0,&lt;Hasu&gt;<sp/>RunGen,Ever Dream LE,1582,12.0
324,/home/dominik/Links/SC2Reps/Nightshade LE (46).SC2Replay,2020-04-27 12:02:46+00:00,False,Protoss,Terran,3959.0,3851.0,Schmaunzer,Nightshade LE,611,108.0
325,/home/dominik/Links/SC2Reps/Simulacrum LE (39).SC2Replay,2020-03-02 13:45:55+00:00,True,Protoss,Protoss,4130.0,4166.0,WizZy,Simulacrum LE,1177,-36.0
326,/home/dominik/Links/SC2Reps/Zen LE.SC2Replay,2020-03-14 15:34:48+00:00,True,Protoss,Terran,4014.0,3919.0,&lt;SCTR&gt;<sp/>LimeTime,Zen LE,785,95.0
327,/home/dominik/Links/SC2Reps/Deathaura LE (33).SC2Replay,2020-07-28 19:29:52+00:00,True,Protoss,Protoss,4049.0,4085.0,Stefan,Deathaura LE,751,-36.0
328,/home/dominik/Links/SC2Reps/Nightshade LE (33).SC2Replay,2020-02-15 13:41:00+00:00,False,Protoss,Zerg,4063.0,4042.0,llllllllllll,Nightshade LE,1826,21.0
329,/home/dominik/Links/SC2Reps/Simulacrum LE (25).SC2Replay,2020-01-31 12:42:59+00:00,False,Protoss,Zerg,4031.0,4075.0,&lt;adR&gt;<sp/>rdmZoo,Simulacrum LE,454,-44.0
330,/home/dominik/Links/SC2Reps/Ever Dream LE (45).SC2Replay,2020-08-01 16:00:37+00:00,True,Protoss,Zerg,,,Carrots,Ever Dream LE,350,
331,/home/dominik/Links/SC2Reps/Nightshade LE (61).SC2Replay,2020-06-01 11:53:17+00:00,False,Protoss,Zerg,4094.0,4223.0,iga,Nightshade LE,687,-129.0
332,/home/dominik/Links/SC2Reps/Ever Dream LE (37).SC2Replay,2020-07-15 18:23:44+00:00,False,Protoss,Protoss,4023.0,4030.0,&lt;Vizzor&gt;<sp/>titan,Ever Dream LE,110,-7.0
333,/home/dominik/Links/SC2Reps/Ephemeron LE (17).SC2Replay,2019-11-18 16:08:11+00:00,False,Protoss,Zerg,3911.0,3966.0,trouth,Ephemeron LE,529,-55.0
334,/home/dominik/Links/SC2Reps/Zen LE (2).SC2Replay,2020-03-18 12:41:44+00:00,True,Protoss,Protoss,4020.0,3975.0,Apollo,Zen LE,459,45.0
335,/home/dominik/Links/SC2Reps/Nightshade LE (34).SC2Replay,2020-02-18 19:24:22+00:00,True,Protoss,Zerg,4047.0,4337.0,ajb,Nightshade LE,719,-290.0
336,/home/dominik/Links/SC2Reps/Eternal Empire LE (16) drone rush.SC2Replay,2019-12-21 16:49:32+00:00,True,Protoss,Zerg,3941.0,4935.0,&lt;Гномик&gt;<sp/>IndeX,Eternal Empire LE,107,-994.0
337,/home/dominik/Links/SC2Reps/Deathaura LE (43).SC2Replay,2020-08-01 15:32:27+00:00,True,Protoss,Zerg,4031.0,4117.0,fzmr,Deathaura LE,696,-86.0
338,/home/dominik/Links/SC2Reps/Ice and Chrome LE (8).SC2Replay,2020-06-25 20:03:42+00:00,False,Protoss,Zerg,4071.0,4632.0,&lt;nDiie&gt;<sp/>Saske,Ice and Chrome LE,242,-561.0
339,/home/dominik/Links/SC2Reps/Eternal Empire LE (23).SC2Replay,2019-12-24 18:36:06+00:00,True,Protoss,Zerg,3872.0,3864.0,Vakhtang,Eternal Empire LE,771,8.0
340,/home/dominik/Links/SC2Reps/Submarine LE (31).SC2Replay,2020-08-01 15:19:14+00:00,True,Protoss,Zerg,4011.0,3975.0,Ghost,Submarine LE,758,36.0
341,/home/dominik/Links/SC2Reps/Ever Dream LE (31).SC2Replay,2020-06-25 20:29:53+00:00,True,Protoss,Terran,4026.0,4011.0,illu,Ever Dream LE,1139,15.0
342,/home/dominik/Links/SC2Reps/Ice and Chrome LE (7).SC2Replay,2020-06-25 19:40:34+00:00,True,Protoss,Zerg,,,A.I. 1 (Elite),Ice and Chrome LE,495,
343,/home/dominik/Links/SC2Reps/Simulacrum LE (35).SC2Replay,2020-03-01 20:09:47+00:00,True,Protoss,Zerg,4066.0,3999.0,FckVwls,Simulacrum LE,1137,67.0
344,/home/dominik/Links/SC2Reps/World of Sleepers LE (16).SC2Replay,2019-11-05 18:35:35+00:00,True,Protoss,Zerg,3752.0,3686.0,Fleetz,World of Sleepers LE,777,66.0
345,/home/dominik/Links/SC2Reps/Simulacrum LE (16).SC2Replay,2019-12-21 16:46:23+00:00,True,Protoss,Terran,3918.0,3967.0,Xenocide,Simulacrum LE,826,-49.0
346,/home/dominik/Links/SC2Reps/Deathaura LE (12).SC2Replay,2020-07-06 19:04:54+00:00,True,Protoss,Zerg,,,Carrots,Deathaura LE,752,
347,/home/dominik/Links/SC2Reps/Ever Dream LE (2).SC2Replay,2020-03-14 15:13:34+00:00,True,Protoss,Protoss,3970.0,4065.0,adrianjakuba,Ever Dream LE,276,-95.0
348,/home/dominik/Links/SC2Reps/Simulacrum LE (40).SC2Replay,2020-03-04 17:39:40+00:00,False,Protoss,Zerg,4132.0,4076.0,Leaf,Simulacrum LE,923,56.0
349,/home/dominik/Links/SC2Reps/Deathaura LE (25).SC2Replay,2020-07-18 18:14:06+00:00,True,Protoss,Zerg,,,A.I. 1 (Easy),Deathaura LE,521,
350,/home/dominik/Links/SC2Reps/Golden Wall LE (21).SC2Replay,2020-06-09 16:57:17+00:00,True,Protoss,Protoss,,,A.I. 1 (Elite),Golden Wall LE,444,
351,/home/dominik/Links/SC2Reps/Ever Dream LE (10).SC2Replay,2020-04-23 15:40:25+00:00,False,Protoss,Zerg,,,&lt;ROXKIS&gt;<sp/>Shaddar,Ever Dream LE,385,
352,/home/dominik/Links/SC2Reps/Ice and Chrome LE (30).SC2Replay,2020-07-24 18:49:32+00:00,False,Protoss,Protoss,4063.0,3968.0,Inex,Ice and Chrome LE,754,95.0
353,/home/dominik/Links/SC2Reps/Ephemeron LE (36).SC2Replay,2020-02-09 20:19:03+00:00,False,Protoss,Zerg,4004.0,3959.0,BlackSmith,Ephemeron LE,798,45.0
354,/home/dominik/Links/SC2Reps/Simulacrum LE (49).SC2Replay,2020-04-17 19:15:54+00:00,True,Protoss,Terran,4001.0,3962.0,Vanquish,Simulacrum LE,346,39.0
355,/home/dominik/Links/SC2Reps/Zen LE (13).SC2Replay,2020-05-11 09:23:27+00:00,False,Protoss,Zerg,4088.0,4225.0,DonkeyMonkey,Zen LE,605,-137.0
356,/home/dominik/Links/SC2Reps/Deathaura LE (18).SC2Replay,2020-07-09 16:16:07+00:00,True,Protoss,Zerg,,,A.I. 1 (Elite),Deathaura LE,489,
357,/home/dominik/Links/SC2Reps/Submarine LE (11).SC2Replay,2020-07-05 10:59:41+00:00,True,Protoss,Zerg,4064.0,4173.0,VirusRC,Submarine LE,524,-109.0
358,/home/dominik/Links/SC2Reps/World of Sleepers LE (32).SC2Replay,2019-12-03 18:33:42+00:00,False,Protoss,Protoss,4028.0,4055.0,&lt;Furri&gt;<sp/>PrinceOfIEM,World of Sleepers LE,476,-27.0
359,/home/dominik/Links/SC2Reps/Ever Dream LE (39).SC2Replay,2020-07-15 19:54:55+00:00,True,Protoss,Zerg,-36400.0,,A.I. 1 (Hard),Ever Dream LE,418,
360,/home/dominik/Links/SC2Reps/Ice and Chrome LE (4).SC2Replay,2020-06-25 19:29:03+00:00,False,Protoss,Zerg,,,A.I. 1 (Elite),Ice and Chrome LE,651,
361,/home/dominik/Links/SC2Reps/Ice and Chrome LE (34).SC2Replay,2020-07-29 18:40:54+00:00,False,Protoss,Protoss,4041.0,4758.0,&lt;niau&gt;<sp/>Probewarp,Ice and Chrome LE,405,-717.0
362,/home/dominik/Links/SC2Reps/Simulacrum LE (33).SC2Replay,2020-02-21 19:32:38+00:00,True,Protoss,Terran,4071.0,4021.0,Sentinel,Simulacrum LE,746,50.0
363,/home/dominik/Links/SC2Reps/Nightshade LE (17).SC2Replay,2020-01-04 19:04:15+00:00,True,Protoss,Terran,4009.0,4038.0,Rêgo,Nightshade LE,935,-29.0
364,/home/dominik/Links/SC2Reps/Golden Wall LE (15).SC2Replay,2020-05-07 09:30:41+00:00,True,Protoss,Zerg,4042.0,4008.0,&lt;BRSKR&gt;<sp/>Hexe,Golden Wall LE,985,34.0
365,/home/dominik/Links/SC2Reps/Simulacrum LE (60).SC2Replay,2020-04-19 12:01:37+00:00,True,Protoss,Zerg,,,shadowofmich,Simulacrum LE,751,
366,/home/dominik/Links/SC2Reps/Simulacrum LE (73).SC2Replay,2020-05-11 09:41:36+00:00,False,Protoss,Terran,4051.0,3944.0,ElBarto,Simulacrum LE,216,107.0
367,/home/dominik/Links/SC2Reps/Deathaura LE.SC2Replay,2020-05-27 09:57:09+00:00,True,Protoss,Zerg,,,A.I. 1 (Elite),Deathaura LE,601,
368,/home/dominik/Links/SC2Reps/Ephemeron LE (56).SC2Replay,2020-03-10 19:22:15+00:00,False,Protoss,Protoss,4053.0,4099.0,&lt;FaDr&gt;<sp/>BURNIE,Ephemeron LE,372,-46.0
369,/home/dominik/Links/SC2Reps/Ephemeron LE (48).SC2Replay,2020-02-21 17:20:16+00:00,True,Protoss,Terran,4050.0,4144.0,Scythe,Ephemeron LE,775,-94.0
370,/home/dominik/Links/SC2Reps/Deathaura LE (5).SC2Replay,2020-06-15 20:56:09+00:00,True,Protoss,Terran,4078.0,4494.0,&lt;PŖïMĄŁ&gt;<sp/>LeüHaN,Deathaura LE,211,-416.0
371,/home/dominik/Links/SC2Reps/Ephemeron LE (10).SC2Replay,2019-11-02 18:05:44+00:00,False,Protoss,Zerg,,,A.I. 1 (Very Easy),Ephemeron LE,23,
372,/home/dominik/Links/SC2Reps/Nightshade LE (6).SC2Replay,2019-12-12 19:53:53+00:00,False,Protoss,Zerg,4001.0,4037.0,Xaenor,Nightshade LE,650,-36.0
373,/home/dominik/Links/SC2Reps/Nightshade LE (28).SC2Replay,2020-02-05 21:02:28+00:00,False,Protoss,Zerg,3989.0,3900.0,MorroLord,Nightshade LE,216,89.0
374,/home/dominik/Links/SC2Reps/Ephemeron LE (39).SC2Replay,2020-02-11 18:03:23+00:00,True,Protoss,Protoss,4064.0,3966.0,ZZtopGun,Ephemeron LE,643,98.0
375,/home/dominik/Links/SC2Reps/World of Sleepers LE (9).SC2Replay,2019-10-31 18:41:02+00:00,True,Zerg,Protoss,2982.0,2987.0,Anarazel,World of Sleepers LE,863,-5.0
376,/home/dominik/Links/SC2Reps/Purity and Industry LE (5).SC2Replay,2020-04-17 20:10:15+00:00,False,Protoss,Terran,4062.0,4050.0,Etharis,Purity and Industry LE,792,12.0
377,/home/dominik/Links/SC2Reps/Ephemeron LE (52).SC2Replay,2020-02-29 15:49:56+00:00,False,Protoss,Protoss,4085.0,4175.0,&lt;Irri&gt;<sp/>Irrichi,Ephemeron LE,400,-90.0
