,replay_file,win,race,enemy_race,mmr,enemy_mmr,enemy_nickame,map_name,duration,mmr_diff
2020-03-14 15:13:34+00:00,/home/dominik/Links/SC2Reps/Ever Dream LE (2).SC2Replay,True,Protoss,Protoss,3970,4065,adrianjakuba,Ever Dream LE,276,-95
2020-03-14 15:18:34+00:00,/home/dominik/Links/SC2Reps/Simulacrum LE (43).SC2Replay,True,Protoss,Terran,3993,3975,ODISEO,Simulacrum LE,220,18
2020-03-14 15:34:48+00:00,/home/dominik/Links/SC2Reps/Zen LE.SC2Replay,True,Protoss,Terran,4014,3919,&lt;SCTR&gt;<sp/>LimeTime,Zen LE,785,95
2020-03-14 16:18:04+00:00,/home/dominik/Links/SC2Reps/Nightshade LE (40).SC2Replay,False,Protoss,Terran,4033,4091,&lt;PLA2N&gt;<sp/>ZloyVakarian,Nightshade LE,374,-58
2020-03-14 16:31:42+00:00,/home/dominik/Links/SC2Reps/Purity and Industry LE.SC2Replay,False,Protoss,Zerg,4013,4093,hellyeah,Purity and Industry LE,746,-80
2020-03-14 16:58:41+00:00,/home/dominik/Links/SC2Reps/Golden Wall LE (3).SC2Replay,True,Protoss,Zerg,0,0,A.I. 1 (Elite),Golden Wall LE,1014,0
2020-03-14 20:10:15+00:00,/home/dominik/Links/SC2Reps/Simulacrum LE (44).SC2Replay,True,Protoss,Terran,3994,4045,&lt;GROF&gt;<sp/>Shefarin,Simulacrum LE,923,-51
2020-03-14 20:23:13+00:00,/home/dominik/Links/SC2Reps/Purity and Industry LE (2).SC2Replay,True,Protoss,Terran,4017,4045,Ben,Purity and Industry LE,734,-28
2020-03-18 12:33:17+00:00,/home/dominik/Links/SC2Reps/Nightshade LE (41).SC2Replay,False,Protoss,Protoss,4040,4101,ManeWicht,Nightshade LE,131,-61
2020-03-18 12:41:44+00:00,/home/dominik/Links/SC2Reps/Zen LE (2).SC2Replay,True,Protoss,Protoss,4020,3975,Apollo,Zen LE,459,45
2020-03-18 12:57:49+00:00,/home/dominik/Links/SC2Reps/Golden Wall LE (4).SC2Replay,True,Protoss,Terran,4040,4189,&lt;noIMBA&gt;<sp/>Facehugger,Golden Wall LE,865,-149
2020-03-22 11:58:56+00:00,/home/dominik/Links/SC2Reps/Ever Dream LE (3).SC2Replay,False,Protoss,Terran,4066,4047,&lt;Hasu&gt;<sp/>RunGen,Ever Dream LE,935,19
2020-03-22 12:03:13+00:00,/home/dominik/Links/SC2Reps/Nightshade LE (42).SC2Replay,False,Protoss,Terran,4044,4003,OOOOOOOOOOOO,Nightshade LE,232,41
2020-03-24 16:59:08+00:00,/home/dominik/Links/SC2Reps/Purity and Industry LE (3).SC2Replay,True,Zerg,Protoss,3086,3078,Steelseer,Purity and Industry LE,611,8
2020-03-29 20:40:34+00:00,/home/dominik/Links/SC2Reps/Nightshade LE (43).SC2Replay,False,Protoss,Protoss,4022,4040,&lt;SCBoys&gt;<sp/>CiRkuS,Nightshade LE,867,-18
2020-03-30 15:48:04+00:00,/home/dominik/Links/SC2Reps/Simulacrum LE (45).SC2Replay,False,Protoss,Zerg,4001,3997,Bee,Simulacrum LE,616,4
2020-03-31 12:27:18+00:00,/home/dominik/Links/SC2Reps/Golden Wall LE (5).SC2Replay,True,Protoss,Terran,3979,4010,&lt;lLiTl&gt;<sp/>Rud,Golden Wall LE,1051,-31
2020-04-01 06:54:32+00:00,/home/dominik/Links/SC2Reps/Simulacrum LE (46).SC2Replay,True,Protoss,Zerg,4000,4023,&lt;TRSO&gt;<sp/>THERIPPER,Simulacrum LE,950,-23
2020-04-14 08:05:27+00:00,/home/dominik/Links/SC2Reps/Zen LE (3).SC2Replay,False,Protoss,Zerg,0,0,A.I. 1 (Very Easy),Zen LE,6,0
2020-04-15 14:28:40+00:00,/home/dominik/Links/SC2Reps/Purity and Industry LE (4).SC2Replay,True,Protoss,Protoss,4022,4004,MrBeck,Purity and Industry LE,574,18
2020-04-15 14:50:51+00:00,/home/dominik/Links/SC2Reps/Ever Dream LE (4).SC2Replay,False,Protoss,Zerg,4043,3939,Anrik,Ever Dream LE,447,104
2020-04-15 15:03:08+00:00,/home/dominik/Links/SC2Reps/Simulacrum LE (47).SC2Replay,False,Protoss,Zerg,4018,4153,Tomus,Simulacrum LE,603,-135
2020-04-15 19:20:27+00:00,/home/dominik/Links/SC2Reps/Ever Dream LE (5).SC2Replay,True,Protoss,Terran,0,0,&lt;TGCrew&gt;<sp/>Paloma,Ever Dream LE,782,0
2020-04-15 19:29:20+00:00,/home/dominik/Links/SC2Reps/Ever Dream LE (6).SC2Replay,False,Protoss,Terran,0,0,&lt;TGCrew&gt;<sp/>Paloma,Ever Dream LE,532,0
2020-04-15 19:41:39+00:00,/home/dominik/Links/SC2Reps/Simulacrum LE (48).SC2Replay,False,Protoss,Terran,0,0,&lt;TGCrew&gt;<sp/>Paloma,Simulacrum LE,619,0
2020-04-17 19:15:54+00:00,/home/dominik/Links/SC2Reps/Simulacrum LE (49).SC2Replay,True,Protoss,Terran,4001,3962,Vanquish,Simulacrum LE,346,39
2020-04-17 19:31:37+00:00,/home/dominik/Links/SC2Reps/Simulacrum LE (50).SC2Replay,True,Protoss,Terran,4021,4030,Boban,Simulacrum LE,882,-9
2020-04-17 20:10:15+00:00,/home/dominik/Links/SC2Reps/Purity and Industry LE (5).SC2Replay,False,Protoss,Terran,4062,4050,Etharis,Purity and Industry LE,792,12
2020-04-17 20:20:05+00:00,/home/dominik/Links/SC2Reps/Simulacrum LE (52).SC2Replay,True,Protoss,Terran,4040,4080,&lt;Peeps&gt;<sp/>ReNoVation,Simulacrum LE,443,-40
2020-04-17 20:26:10+00:00,/home/dominik/Links/SC2Reps/Golden Wall LE (6).SC2Replay,False,Protoss,Protoss,4062,4093,&lt;HBGS&gt;<sp/>ShoWTimE,Golden Wall LE,297,-31
2020-04-18 20:05:07+00:00,/home/dominik/Links/SC2Reps/Purity and Industry LE (6).SC2Replay,False,Protoss,Zerg,4042,4071,MouseGGAXE,Purity and Industry LE,421,-29
2020-04-18 20:18:26+00:00,/home/dominik/Links/SC2Reps/Zen LE (5).SC2Replay,True,Protoss,Zerg,4021,4013,&lt;HsDL&gt;<sp/>Domius,Zen LE,749,8
2020-04-18 20:30:57+00:00,/home/dominik/Links/SC2Reps/Simulacrum LE (53).SC2Replay,False,Protoss,Terran,4042,4146,Alyaska,Simulacrum LE,651,-104
2020-04-18 20:45:46+00:00,/home/dominik/Links/SC2Reps/Purity and Industry LE (7).SC2Replay,True,Protoss,Terran,4022,4109,&lt;RBP3&gt;<sp/>Steal,Purity and Industry LE,794,-87
2020-04-19 10:59:16+00:00,/home/dominik/Links/SC2Reps/Simulacrum LE (54).SC2Replay,False,Protoss,Zerg,0,0,shadowofmich,Simulacrum LE,522,0
2020-04-19 11:14:04+00:00,/home/dominik/Links/SC2Reps/Simulacrum LE (55).SC2Replay,True,Protoss,Zerg,0,0,shadowofmich,Simulacrum LE,646,0
2020-04-19 11:26:52+00:00,/home/dominik/Links/SC2Reps/Simulacrum LE (56).SC2Replay,True,Protoss,Zerg,0,0,shadowofmich,Simulacrum LE,658,0
2020-04-19 11:34:20+00:00,/home/dominik/Links/SC2Reps/Simulacrum LE (57).SC2Replay,False,Protoss,Zerg,0,0,shadowofmich,Simulacrum LE,382,0
2020-04-19 11:48:32+00:00,/home/dominik/Links/SC2Reps/Simulacrum LE (59).SC2Replay,True,Protoss,Zerg,0,0,shadowofmich,Simulacrum LE,297,0
2020-04-19 12:01:37+00:00,/home/dominik/Links/SC2Reps/Simulacrum LE (60).SC2Replay,True,Protoss,Zerg,0,0,shadowofmich,Simulacrum LE,751,0
2020-04-20 11:40:13+00:00,/home/dominik/Links/SC2Reps/Nightshade LE (44).SC2Replay,True,Protoss,Terran,4047,4019,Kilkenny,Nightshade LE,788,28
2020-04-21 19:29:13+00:00,/home/dominik/Links/SC2Reps/Zen LE (6).SC2Replay,False,Protoss,Protoss,4067,4049,BsCMBANerd,Zen LE,131,18
2020-04-22 20:24:41+00:00,/home/dominik/Links/SC2Reps/Golden Wall LE (7).SC2Replay,False,Protoss,Protoss,4045,3998,puLse,Golden Wall LE,534,47
2020-04-22 20:30:29+00:00,/home/dominik/Links/SC2Reps/Golden Wall LE (8).SC2Replay,False,Protoss,Protoss,4022,4021,puLse,Golden Wall LE,305,1
2020-04-22 20:45:38+00:00,/home/dominik/Links/SC2Reps/Simulacrum LE (61).SC2Replay,True,Protoss,Zerg,4001,3959,mSin,Simulacrum LE,704,42
2020-04-23 15:13:24+00:00,/home/dominik/Links/SC2Reps/Ever Dream LE (7).SC2Replay,True,Protoss,Zerg,0,0,&lt;ROXKIS&gt;<sp/>Shaddar,Ever Dream LE,470,0
2020-04-23 15:24:24+00:00,/home/dominik/Links/SC2Reps/Ever Dream LE (8).SC2Replay,True,Protoss,Zerg,0,0,&lt;ROXKIS&gt;<sp/>Shaddar,Ever Dream LE,582,0
2020-04-23 15:33:05+00:00,/home/dominik/Links/SC2Reps/Ever Dream LE (9).SC2Replay,False,Protoss,Zerg,0,0,&lt;ROXKIS&gt;<sp/>Shaddar,Ever Dream LE,66,0
2020-04-23 15:40:25+00:00,/home/dominik/Links/SC2Reps/Ever Dream LE (10).SC2Replay,False,Protoss,Zerg,0,0,&lt;ROXKIS&gt;<sp/>Shaddar,Ever Dream LE,385,0
2020-04-23 15:56:17+00:00,/home/dominik/Links/SC2Reps/Ever Dream LE (11).SC2Replay,True,Protoss,Zerg,0,0,&lt;ROXKIS&gt;<sp/>Shaddar,Ever Dream LE,895,0
2020-04-23 16:04:26+00:00,/home/dominik/Links/SC2Reps/Ever Dream LE (12).SC2Replay,False,Protoss,Zerg,0,0,&lt;ROXKIS&gt;<sp/>Shaddar,Ever Dream LE,384,0
2020-04-23 16:22:18+00:00,/home/dominik/Links/SC2Reps/Ever Dream LE (13).SC2Replay,True,Protoss,Zerg,0,0,&lt;ROXKIS&gt;<sp/>Shaddar,Ever Dream LE,858,0
2020-04-24 18:14:15+00:00,/home/dominik/Links/SC2Reps/Simulacrum LE (62).SC2Replay,False,Protoss,Zerg,4021,3985,Spider,Simulacrum LE,369,36
2020-04-24 18:18:47+00:00,/home/dominik/Links/SC2Reps/Golden Wall LE (9).SC2Replay,False,Protoss,Zerg,3999,3990,Spider,Golden Wall LE,218,9
2020-04-27 11:04:39+00:00,/home/dominik/Links/SC2Reps/Purity and Industry LE (8).SC2Replay,False,Protoss,Protoss,3977,4002,Mitchowyn,Purity and Industry LE,369,-25
2020-04-27 11:06:38+00:00,/home/dominik/Links/SC2Reps/Golden Wall LE (10).SC2Replay,True,Protoss,Terran,3956,4033,Etharis,Golden Wall LE,22,-77
2020-04-27 11:15:08+00:00,/home/dominik/Links/SC2Reps/Zen LE (7).SC2Replay,False,Protoss,Zerg,3980,3883,DupaDuupa,Zen LE,455,97
2020-04-27 11:29:31+00:00,/home/dominik/Links/SC2Reps/Simulacrum LE (63).SC2Replay,True,Protoss,Terran,3955,4123,&lt;BARJO&gt;<sp/>JDH,Simulacrum LE,843,-168
2020-04-27 11:42:24+00:00,/home/dominik/Links/SC2Reps/Nightshade LE (45).SC2Replay,False,Protoss,Zerg,3975,4199,&lt;NetGG&gt;<sp/>vladozerg,Nightshade LE,695,-224
2020-04-27 12:02:46+00:00,/home/dominik/Links/SC2Reps/Nightshade LE (46).SC2Replay,False,Protoss,Terran,3959,3851,Schmaunzer,Nightshade LE,611,108
2020-04-27 12:24:52+00:00,/home/dominik/Links/SC2Reps/Nightshade LE (47).SC2Replay,False,Protoss,Zerg,3935,3889,Ise,Nightshade LE,1218,46
2020-04-28 12:16:11+00:00,/home/dominik/Links/SC2Reps/Simulacrum LE (64).SC2Replay,False,Protoss,Zerg,3912,4045,DupaDuupa,Simulacrum LE,728,-133
2020-04-28 12:40:14+00:00,/home/dominik/Links/SC2Reps/Ever Dream LE (14).SC2Replay,True,Protoss,Zerg,3872,5035,&lt;Mkers&gt;<sp/>Doc,Ever Dream LE,1376,-1163
2020-04-28 13:05:12+00:00,/home/dominik/Links/SC2Reps/Nightshade LE (49).SC2Replay,True,Protoss,Protoss,3895,3856,AndrU,Nightshade LE,845,39
2020-04-30 10:56:43+00:00,/home/dominik/Links/SC2Reps/Purity and Industry LE (9).SC2Replay,True,Protoss,Zerg,3915,3924,&lt;RIIP&gt;<sp/>Airea,Purity and Industry LE,534,-9
2020-04-30 11:20:00+00:00,/home/dominik/Links/SC2Reps/Purity and Industry LE (10).SC2Replay,True,Protoss,Zerg,3937,3902,&lt;RIIP&gt;<sp/>Airea,Purity and Industry LE,1381,35
2020-04-30 11:33:13+00:00,/home/dominik/Links/SC2Reps/Nightshade LE (50).SC2Replay,True,Protoss,Zerg,3957,4088,KillemAll,Nightshade LE,725,-131
2020-04-30 18:14:21+00:00,/home/dominik/Links/SC2Reps/Purity and Industry LE (11).SC2Replay,False,Protoss,Terran,3983,3921,FrosT,Purity and Industry LE,233,62
2020-04-30 18:34:01+00:00,/home/dominik/Links/SC2Reps/Nightshade LE (51).SC2Replay,True,Protoss,Terran,3964,4055,&lt;BRs&gt;<sp/>GoodFellas,Nightshade LE,1040,-91
2020-05-01 11:39:32+00:00,/home/dominik/Links/SC2Reps/Ever Dream LE (15).SC2Replay,False,Protoss,Zerg,3988,3952,Samaya,Ever Dream LE,307,36
2020-05-01 11:59:09+00:00,/home/dominik/Links/SC2Reps/Zen LE (8).SC2Replay,False,Protoss,Zerg,3965,4027,fireballkid,Zen LE,958,-62
2020-05-01 12:12:21+00:00,/home/dominik/Links/SC2Reps/Simulacrum LE (65).SC2Replay,False,Protoss,Protoss,3945,3905,xyzxyzxyz,Simulacrum LE,754,40
2020-05-01 12:37:24+00:00,/home/dominik/Links/SC2Reps/Ever Dream LE (16).SC2Replay,True,Protoss,Zerg,3923,3770,&lt;HsDL&gt;<sp/>Zero,Ever Dream LE,805,153
2020-05-01 12:42:40+00:00,/home/dominik/Links/SC2Reps/Golden Wall LE (11).SC2Replay,True,Protoss,Protoss,3944,3940,Cptred,Golden Wall LE,278,4
2020-05-01 12:54:20+00:00,/home/dominik/Links/SC2Reps/Nightshade LE (52).SC2Replay,False,Protoss,Protoss,3965,3899,Cptred,Nightshade LE,415,66
2020-05-01 13:09:10+00:00,/home/dominik/Links/SC2Reps/Ever Dream LE (17).SC2Replay,True,Protoss,Protoss,3942,4082,&lt;IBeAŚI&gt;<sp/>Epiku,Ever Dream LE,711,-140
2020-05-02 14:40:15+00:00,/home/dominik/Links/SC2Reps/Golden Wall LE (12).SC2Replay,False,Protoss,Zerg,3968,3921,&lt;IndyK&gt;<sp/>Wawszyn,Golden Wall LE,401,47
2020-05-02 14:53:55+00:00,/home/dominik/Links/SC2Reps/Nightshade LE (53).SC2Replay,True,Protoss,Terran,3945,3931,&lt;EZPTS&gt;<sp/>talisman,Nightshade LE,792,14
2020-05-02 18:28:26+00:00,/home/dominik/Links/SC2Reps/Simulacrum LE (66).SC2Replay,True,Protoss,Zerg,-36400,0,A.I. 1 (Very Easy),Simulacrum LE,369,-36400
2020-05-02 18:35:12+00:00,/home/dominik/Links/SC2Reps/Nightshade LE (54).SC2Replay,True,Protoss,Protoss,-36400,0,A.I. 1 (Very Easy),Nightshade LE,386,-36400
2020-05-02 18:46:10+00:00,/home/dominik/Links/SC2Reps/Eternal Empire LE (32).SC2Replay,True,Protoss,Zerg,-36400,0,A.I. 1 (Easy),Eternal Empire LE,464,-36400
2020-05-02 19:06:35+00:00,/home/dominik/Links/SC2Reps/Ever Dream LE (18).SC2Replay,False,Protoss,Zerg,3966,3959,Pokimon,Ever Dream LE,647,7
2020-05-02 19:20:36+00:00,/home/dominik/Links/SC2Reps/Zen LE (9).SC2Replay,True,Protoss,Protoss,3944,3998,mozgj,Zen LE,823,-54
2020-05-02 19:31:03+00:00,/home/dominik/Links/SC2Reps/Simulacrum LE (67).SC2Replay,True,Zerg,Zerg,3117,3119,doomsdayza,Simulacrum LE,568,-2
2020-05-03 20:09:30+00:00,/home/dominik/Links/SC2Reps/todo zvp ravager walk.SC2Replay,False,Protoss,Zerg,3966,3888,RomaNo,Purity and Industry LE,270,78
2020-05-03 20:33:12+00:00,/home/dominik/Links/SC2Reps/Golden Wall LE (13).SC2Replay,True,Protoss,Zerg,3942,4039,&lt;FSeS&gt;<sp/>Wizzlô,Golden Wall LE,1369,-97
2020-05-03 20:43:35+00:00,/home/dominik/Links/SC2Reps/Purity and Industry LE (12).SC2Replay,False,Protoss,Zerg,3966,3988,Mich,Purity and Industry LE,500,-22
2020-05-03 20:53:32+00:00,/home/dominik/Links/SC2Reps/Simulacrum LE (68).SC2Replay,False,Protoss,Protoss,3946,4025,Epicnoob,Simulacrum LE,535,-79
2020-05-04 12:43:06+00:00,/home/dominik/Links/SC2Reps/Golden Wall LE (14).SC2Replay,True,Protoss,Terran,3926,3831,StaMinA,Golden Wall LE,784,95
2020-05-04 12:58:09+00:00,/home/dominik/Links/SC2Reps/Ever Dream LE (19).SC2Replay,True,Protoss,Terran,3945,3952,Doghum,Ever Dream LE,869,-7
2020-05-04 13:02:05+00:00,/home/dominik/Links/SC2Reps/Simulacrum LE (69).SC2Replay,True,Protoss,Protoss,3967,3945,Piiras,Simulacrum LE,199,22
2020-05-05 17:32:14+00:00,/home/dominik/Links/SC2Reps/Simulacrum LE (70).SC2Replay,True,Protoss,Zerg,3988,3869,&lt;VKT&gt;<sp/>Rørtangen,Simulacrum LE,620,119
2020-05-05 17:44:27+00:00,/home/dominik/Links/SC2Reps/Simulacrum LE (71).SC2Replay,True,Protoss,Zerg,4005,3981,&lt;ƮesXG&gt;<sp/>Rymdkrigaren,Simulacrum LE,696,24
2020-05-05 18:00:50+00:00,/home/dominik/Links/SC2Reps/Purity and Industry LE (13).SC2Replay,True,Protoss,Protoss,4026,3833,helldenn,Purity and Industry LE,873,193
2020-05-07 09:30:41+00:00,/home/dominik/Links/SC2Reps/Golden Wall LE (15).SC2Replay,True,Protoss,Zerg,4042,4008,&lt;BRSKR&gt;<sp/>Hexe,Golden Wall LE,985,34
2020-05-07 09:42:21+00:00,/home/dominik/Links/SC2Reps/Zen LE (10).SC2Replay,True,Protoss,Terran,4062,4119,Yeezus,Zen LE,665,-57
2020-05-07 10:13:37+00:00,/home/dominik/Links/SC2Reps/Golden Wall LE (16).SC2Replay,True,Protoss,Terran,4086,4072,Yeezus,Golden Wall LE,1595,14
2020-05-08 11:14:30+00:00,/home/dominik/Links/SC2Reps/Zen LE (11).SC2Replay,True,Protoss,Protoss,4107,4047,&lt;tXs&gt;<sp/>TheBloke,Zen LE,992,60
2020-05-08 11:34:03+00:00,/home/dominik/Links/SC2Reps/Nightshade LE (55).SC2Replay,True,Protoss,Zerg,4127,4018,Ergopro,Nightshade LE,1157,109
2020-05-10 18:56:45+00:00,/home/dominik/Links/SC2Reps/Simulacrum LE (72).SC2Replay,False,Protoss,Terran,4145,4427,Törttö,Simulacrum LE,1009,-282
2020-05-10 19:12:24+00:00,/home/dominik/Links/SC2Reps/Ever Dream LE (20).SC2Replay,False,Protoss,Terran,4131,4105,&lt;2G1M&gt;<sp/>Mime,Ever Dream LE,834,26
2020-05-10 19:29:37+00:00,/home/dominik/Links/SC2Reps/Zen LE (12).SC2Replay,False,Protoss,Terran,4109,4127,&lt;2G1M&gt;<sp/>Mime,Zen LE,999,-18
2020-05-11 09:23:27+00:00,/home/dominik/Links/SC2Reps/Zen LE (13).SC2Replay,False,Protoss,Zerg,4088,4225,DonkeyMonkey,Zen LE,605,-137
2020-05-11 09:35:55+00:00,/home/dominik/Links/SC2Reps/Zen LE (14).SC2Replay,False,Protoss,Zerg,4070,4142,Elosai,Zen LE,696,-72
2020-05-11 09:41:36+00:00,/home/dominik/Links/SC2Reps/Simulacrum LE (73).SC2Replay,False,Protoss,Terran,4051,3944,ElBarto,Simulacrum LE,216,107
2020-05-11 16:06:39+00:00,/home/dominik/Links/SC2Reps/Ever Dream LE (21).SC2Replay,False,Protoss,Zerg,0,0,TGE,Ever Dream LE,935,0
2020-05-11 16:28:32+00:00,/home/dominik/Links/SC2Reps/Nightshade LE (56).SC2Replay,True,Protoss,Zerg,0,0,TGE,Nightshade LE,1184,0
2020-05-12 17:37:31+00:00,/home/dominik/Links/SC2Reps/Ever Dream LE (22).SC2Replay,False,Protoss,Zerg,4026,4040,Tiger,Ever Dream LE,433,-14
2020-05-12 17:59:35+00:00,/home/dominik/Links/SC2Reps/Nightshade LE (57).SC2Replay,True,Protoss,Zerg,4005,4016,BuRneR,Nightshade LE,1260,-11
2020-05-12 18:11:01+00:00,/home/dominik/Links/SC2Reps/Simulacrum LE (74).SC2Replay,False,Protoss,Zerg,4027,4126,Лох,Simulacrum LE,545,-99
2020-05-15 20:33:15+00:00,/home/dominik/Links/SC2Reps/Zen LE (15).SC2Replay,True,Protoss,Zerg,0,0,A.I. 1 (Elite),Zen LE,574,0
2020-05-15 20:43:42+00:00,/home/dominik/Links/SC2Reps/Zen LE (16) (vs ai stats pvz).SC2Replay,True,Protoss,Zerg,0,0,A.I. 1 (Elite),Zen LE,579,0
2020-05-15 20:56:24+00:00,/home/dominik/Links/SC2Reps/Ever Dream LE (23).SC2Replay,True,Protoss,Protoss,4006,3960,TerenceSkill,Ever Dream LE,745,46
2020-05-25 11:18:22+00:00,/home/dominik/Links/SC2Reps/Nightshade LE (58).SC2Replay,True,Protoss,Zerg,0,0,TGE,Nightshade LE,813,0
2020-05-25 11:33:51+00:00,/home/dominik/Links/SC2Reps/Golden Wall LE (17).SC2Replay,True,Protoss,Zerg,0,0,TGE,Golden Wall LE,857,0
2020-05-25 11:59:22+00:00,/home/dominik/Links/SC2Reps/Golden Wall LE (18).SC2Replay,False,Protoss,Zerg,0,0,TGE,Golden Wall LE,1251,0
2020-05-26 09:13:43+00:00,/home/dominik/Links/SC2Reps/Zen LE (16).SC2Replay,True,Protoss,Terran,4026,3981,Marvin,Zen LE,421,45
2020-05-26 09:34:07+00:00,/home/dominik/Links/SC2Reps/Zen LE (17).SC2Replay,False,Protoss,Protoss,4046,4040,kerokero,Zen LE,1136,6
2020-05-26 09:46:32+00:00,/home/dominik/Links/SC2Reps/Zen LE (18).SC2Replay,False,Protoss,Protoss,4024,4074,MKPrime,Zen LE,646,-50
2020-05-27 09:57:09+00:00,/home/dominik/Links/SC2Reps/Deathaura LE.SC2Replay,True,Protoss,Zerg,0,0,A.I. 1 (Elite),Deathaura LE,601,0
2020-05-27 10:12:25+00:00,/home/dominik/Links/SC2Reps/Nightshade LE (59).SC2Replay,False,Protoss,Protoss,4004,4093,MasterZERG,Nightshade LE,578,-89
2020-05-27 10:21:13+00:00,/home/dominik/Links/SC2Reps/Ever Dream LE (24).SC2Replay,True,Protoss,Terran,3985,3887,Froze,Ever Dream LE,461,98
2020-05-27 10:32:29+00:00,/home/dominik/Links/SC2Reps/Nightshade LE (60).SC2Replay,True,Protoss,Terran,4004,4173,giletjaune,Nightshade LE,601,-169
2020-05-27 10:56:00+00:00,/home/dominik/Links/SC2Reps/Simulacrum LE (75).SC2Replay,True,Protoss,Terran,4030,4103,CleanSweep,Simulacrum LE,719,-73
2020-05-29 11:34:43+00:00,/home/dominik/Links/SC2Reps/Eternal Empire LE (33).SC2Replay,True,Protoss,Protoss,0,0,A.I. 1 (Elite),Eternal Empire LE,409,0
2020-05-29 12:17:30+00:00,/home/dominik/Links/SC2Reps/Ever Dream LE (25).SC2Replay,True,Protoss,Terran,4054,3929,&lt;SeoYN&gt;<sp/>General,Ever Dream LE,2385,125
2020-05-29 17:58:42+00:00,/home/dominik/Links/SC2Reps/Eternal Empire LE (34).SC2Replay,True,Protoss,Zerg,4072,4040,Sclera,Eternal Empire LE,1724,32
2020-05-29 18:27:53+00:00,/home/dominik/Links/SC2Reps/Ever Dream LE (26).SC2Replay,False,Protoss,Terran,4093,4081,&lt;Hasu&gt;<sp/>RunGen,Ever Dream LE,1582,12
2020-05-30 20:50:13+00:00,/home/dominik/Links/SC2Reps/Golden Wall LE (19).SC2Replay,True,Protoss,Zerg,4071,3949,Hellfighter,Golden Wall LE,718,122
2020-05-30 21:10:17+00:00,/home/dominik/Links/SC2Reps/Eternal Empire LE (35).SC2Replay,True,Protoss,Terran,4089,4123,Onkelelak,Eternal Empire LE,996,-34
2020-06-01 11:40:30+00:00,/home/dominik/Links/SC2Reps/Eternal Empire LE (36).SC2Replay,False,Protoss,Zerg,4112,4253,Minoda,Eternal Empire LE,570,-141
2020-06-01 11:53:17+00:00,/home/dominik/Links/SC2Reps/Nightshade LE (61).SC2Replay,False,Protoss,Zerg,4094,4223,iga,Nightshade LE,687,-129
2020-06-02 18:39:35+00:00,/home/dominik/Links/SC2Reps/Ever Dream LE (27).SC2Replay,True,Protoss,Protoss,4076,4059,IIIIIIIII,Ever Dream LE,722,17
2020-06-02 18:56:11+00:00,/home/dominik/Links/SC2Reps/Eternal Empire LE (37).SC2Replay,True,Protoss,Zerg,4097,4028,&lt;IndyK&gt;<sp/>Wawszyn,Eternal Empire LE,874,69
2020-06-03 17:53:48+00:00,/home/dominik/Links/SC2Reps/Nightshade LE (62).SC2Replay,True,Protoss,Terran,4117,3946,&lt;DisES&gt;<sp/>Kamenashi,Nightshade LE,471,171
2020-06-03 17:54:42+00:00,/home/dominik/Links/SC2Reps/Golden Wall LE (20).SC2Replay,True,Protoss,Terran,4133,4160,Etharis,Golden Wall LE,3,-27
2020-06-03 18:04:43+00:00,/home/dominik/Links/SC2Reps/Simulacrum LE (76).SC2Replay,True,Protoss,Protoss,4156,4244,Liverpool,Simulacrum LE,529,-88
2020-06-03 18:34:39+00:00,/home/dominik/Links/SC2Reps/Ever Dream LE (28).SC2Replay,True,Protoss,Zerg,4180,4304,feetlover,Ever Dream LE,763,-124
2020-06-04 19:03:54+00:00,/home/dominik/Links/SC2Reps/Simulacrum LE (77).SC2Replay,False,Protoss,Terran,4203,4182,JOOPSTAR,Simulacrum LE,332,21
2020-06-04 19:18:46+00:00,/home/dominik/Links/SC2Reps/Nightshade LE (63).SC2Replay,True,Protoss,Zerg,4181,4370,&lt;AiRǂ&gt;<sp/>SuperNova,Nightshade LE,846,-189
2020-06-09 16:57:17+00:00,/home/dominik/Links/SC2Reps/Golden Wall LE (21).SC2Replay,True,Protoss,Protoss,0,0,A.I. 1 (Elite),Golden Wall LE,444,0
2020-06-09 17:03:47+00:00,/home/dominik/Links/SC2Reps/Eternal Empire LE (38).SC2Replay,False,Protoss,Protoss,4208,4194,Ziiim,Eternal Empire LE,360,14
2020-06-09 17:11:15+00:00,/home/dominik/Links/SC2Reps/Eternal Empire LE (39).SC2Replay,False,Protoss,Zerg,4186,4147,djakette,Eternal Empire LE,420,39
2020-06-09 17:24:17+00:00,/home/dominik/Links/SC2Reps/Eternal Empire LE (40).SC2Replay,False,Protoss,Terran,4164,4232,StaMinA,Eternal Empire LE,758,-68
2020-06-10 11:18:56+00:00,/home/dominik/Links/SC2Reps/Ice and Chrome LE.SC2Replay,False,Protoss,Protoss,4144,4185,Guinness,Ice and Chrome LE,299,-41
2020-06-10 11:27:56+00:00,/home/dominik/Links/SC2Reps/Eternal Empire LE (41).SC2Replay,False,Protoss,Terran,4125,4000,Oink,Eternal Empire LE,211,125
2020-06-10 11:35:16+00:00,/home/dominik/Links/SC2Reps/Submarine LE.SC2Replay,False,Protoss,Protoss,4100,4188,&lt;UATeam&gt;<sp/>click,Submarine LE,343,-88
2020-06-13 18:12:03+00:00,/home/dominik/Links/SC2Reps/Deathaura LE (2).SC2Replay,False,Protoss,Zerg,4081,4047,&lt;MAYEK&gt;<sp/>gabtro,Deathaura LE,786,34
